,Cust_Id,Movie_Id,Rating
115216,806277,30,5.0
116050,2323957,30,4.0
116336,154944,30,3.0
120682,838868,30,3.0
122331,2509365,30,4.0
122585,975906,30,4.0
123044,798570,30,4.0
123369,1765734,30,4.0
127028,1994881,30,5.0
128116,914958,30,2.0
131748,360771,30,3.0
132621,1926890,30,5.0
132726,786961,30,4.0
133148,1331713,30,5.0
133808,1937067,30,5.0
135912,2188046,30,3.0
136266,1947079,30,4.0
136317,1394044,30,4.0
136726,2627834,30,4.0
140391,1995099,30,3.0
140957,2297600,30,4.0
145321,2383529,30,4.0
145331,2326797,30,5.0
148081,2537651,30,4.0
149516,2604123,30,3.0
149564,1714178,30,3.0
150292,891215,30,4.0
150470,1256421,30,4.0
150882,284604,30,5.0
151870,1715627,30,3.0
152118,191421,30,4.0
153628,2174241,30,3.0
153717,1756410,30,5.0
154994,2422494,30,5.0
155762,583492,30,5.0
156240,579959,30,4.0
159271,741465,30,4.0
159563,1711831,30,3.0
160365,2366870,30,3.0
161072,672503,30,1.0
161242,1484106,30,3.0
161292,290448,30,4.0
162978,107297,30,4.0
164365,1694115,30,4.0
166449,2251664,30,1.0
167886,499012,30,4.0
168188,1772184,30,3.0
168268,1096603,30,5.0
168905,395191,30,4.0
169059,1316743,30,5.0
169063,1853853,30,2.0
170075,1736655,30,4.0
170991,2130333,30,3.0
172286,344785,30,3.0
174332,1735514,30,4.0
174772,2388157,30,1.0
175890,1717373,30,3.0
176468,1355661,30,4.0
176884,355517,30,2.0
185446,837133,30,4.0
187366,805746,30,4.0
189074,1820134,30,4.0
190829,305371,30,4.0
190885,2423990,30,4.0
191349,788571,30,4.0
191635,1661621,30,4.0
191781,22855,30,2.0
191839,1066688,30,4.0
191927,1329217,30,2.0
192282,1212143,30,5.0
192457,1802059,30,4.0
192767,568932,30,4.0
192938,1944723,30,5.0
193397,2579346,30,5.0
195855,390505,30,3.0
195932,1695599,30,4.0
197330,370295,30,4.0
198280,885320,30,4.0
200634,1148933,30,2.0
201413,1363164,30,4.0
203597,1226650,30,5.0
204004,996519,30,4.0
204543,1298494,30,4.0
205169,721125,30,3.0
205557,2412063,30,4.0
207305,1565184,30,4.0
207322,91451,30,4.0
207463,1819621,30,4.0
207631,1203523,30,4.0
208280,1943868,30,4.0
209004,1161550,30,4.0
209122,1294333,30,5.0
209186,658092,30,3.0
209599,1640555,30,2.0
210371,58848,30,4.0
210484,536693,30,3.0
211940,1765734,32,4.0
214317,698782,33,3.0
216612,1124070,33,4.0
216902,2614625,33,4.0
218067,850900,33,4.0
218342,813516,33,5.0
219416,2247692,33,5.0
221880,837133,36,4.0
222072,1819621,36,3.0
223004,837133,38,4.0
224583,2183204,42,2.0
224647,746778,42,2.0
227936,2390221,44,5.0
228218,1995099,44,4.0
228496,146656,44,4.0
231920,1802059,44,1.0
233547,477189,45,4.0
236170,107840,46,3.0
239040,339762,46,3.0
240316,2255457,46,5.0
240881,2574234,46,5.0
243031,2604217,47,1.0
244313,837133,47,4.0
245855,2021995,48,3.0
247093,499012,48,3.0
247263,1735514,48,3.0
247275,2388157,48,2.0
247803,22855,48,4.0
248343,1640555,48,5.0
250015,806277,52,3.0
250082,1265971,52,2.0
250335,1259897,52,3.0
250589,914958,52,3.0
250822,1331713,52,3.0
253267,657664,52,4.0
253300,509073,52,5.0
254103,658092,52,5.0
254567,107840,55,2.0
254698,280621,55,3.0
255161,2021995,55,3.0
256915,86256,56,4.0
258536,2329306,56,5.0
258822,104851,57,4.0
259399,806277,57,4.0
259604,975906,57,4.0
259630,1444004,57,5.0
259831,696979,57,5.0
260409,339762,57,4.0
261595,1476266,57,4.0
261940,1148933,57,4.0
262336,1623549,58,5.0
263936,771218,58,4.0
263961,280621,58,4.0
264198,1788130,58,3.0
264537,98251,58,2.0
265590,2323957,58,4.0
266580,2604217,58,3.0
266695,1765734,58,2.0
267054,46716,58,3.0
267354,2021995,58,4.0
267525,2386059,58,4.0
267958,360771,58,5.0
268524,1947079,58,4.0
269193,1675260,58,5.0
269229,1995099,58,5.0
270507,339762,58,2.0
270771,284604,58,4.0
270828,1715627,58,3.0
271131,2174241,58,3.0
271464,992861,58,4.0
271942,2477708,58,3.0
276815,1329217,58,5.0
276866,1802059,58,4.0
277508,1695599,58,4.0
279429,1640555,58,5.0
281197,2386059,66,2.0
281691,86256,68,4.0
284485,613585,71,2.0
284834,689318,71,5.0
285174,985355,71,4.0
286320,1030715,73,5.0
287700,2621026,76,4.0
288897,579959,76,1.0
289134,2251664,76,5.0
289833,1802059,76,4.0
291075,1339110,77,3.0
292805,21652,77,3.0
292991,2323957,77,3.0
293532,838868,77,2.0
293844,1765734,77,3.0
295249,2188046,77,2.0
295772,1675260,77,2.0
295807,1995099,77,3.0
297297,2174241,77,3.0
297541,579959,77,3.0
300448,1607785,77,3.0
302645,1148933,77,2.0
303460,1565184,77,3.0
303745,1640555,77,3.0
304133,107840,78,1.0
305103,1765734,78,3.0
306222,1985,78,5.0
307042,2470767,78,2.0
308144,390505,78,2.0
309259,905747,79,4.0
309901,2325430,79,3.0
312304,2537651,80,2.0
312518,107840,81,3.0
314476,104851,83,4.0
314636,107840,83,4.0
315699,280621,83,4.0
315760,2617868,83,4.0
316156,2621026,83,4.0
316372,905747,83,4.0
316629,1140690,83,4.0
317081,1697106,83,5.0
317395,806277,83,5.0
318414,1809111,83,4.0
319462,914958,83,3.0
319789,1680001,83,4.0
320753,2627834,83,3.0
320767,2390221,83,5.0
321384,1075075,83,3.0
322126,2326797,83,4.0
322927,891215,83,5.0
322928,1256421,83,3.0
323885,1027246,83,3.0
325086,449265,83,5.0
325728,1772184,83,4.0
327876,1607785,83,4.0
328556,837133,83,2.0
332219,1161550,83,4.0
332882,536513,84,4.0
333387,2386059,84,4.0
334314,1126718,84,5.0
336156,2021995,88,3.0
336833,1640555,88,5.0
340326,837133,95,4.0
341749,2008753,97,3.0
342251,2617868,97,4.0
342417,2400463,97,1.0
342475,613585,97,2.0
343007,790760,97,4.0
343867,1388655,97,5.0
344448,914958,97,3.0
346504,1714178,97,3.0
346535,1256421,97,5.0
347482,741465,97,5.0
347655,985355,97,4.0
349202,355517,97,3.0
349830,256255,97,3.0
350017,837133,97,3.0
355080,1995099,104,5.0
355404,1715627,104,5.0
356245,25602,104,5.0
356475,837133,104,3.0
358428,107840,107,2.0
360265,43741,108,4.0
362191,497548,108,4.0
362590,1697106,108,3.0
362686,1919241,108,5.0
362995,2323957,108,4.0
363106,1265971,108,4.0
364044,975906,108,4.0
364116,2604217,108,2.0
364638,46716,108,3.0
364969,2021995,108,4.0
365812,1331713,108,2.0
365961,515362,108,4.0
366378,2627834,108,2.0
367008,652516,108,3.0
367850,1485576,108,2.0
370332,290448,108,1.0
374060,837133,108,4.0
374943,384454,108,3.0
375018,2423990,108,2.0
375224,1802059,108,1.0
377021,1226650,108,3.0
377042,818450,108,2.0
380292,355517,110,3.0
380460,837133,110,4.0
380864,1819621,110,3.0
385726,1753179,111,4.0
386612,806277,111,2.0
387975,838868,111,3.0
388570,2604217,111,3.0
388574,2509365,111,2.0
388655,798570,111,3.0
388738,1765734,111,2.0
389706,1994881,111,4.0
392078,2627834,111,1.0
393200,1995099,111,2.0
395423,1714178,111,1.0
398270,985355,111,2.0
398771,107297,111,4.0
399028,449265,111,1.0
399107,1448312,111,5.0
399600,727899,111,4.0
399769,2627034,111,2.0
400055,1096603,111,3.0
400246,1853853,111,4.0
401067,1824724,111,1.0
402300,355517,111,3.0
403327,1909327,111,3.0
404103,1821378,111,3.0
406097,1661621,111,3.0
406125,1329217,111,3.0
409100,818450,111,2.0
410456,1531275,111,3.0
411755,2386059,113,5.0
415699,837133,117,4.0
417778,771218,118,3.0
419593,2323957,118,4.0
420492,1842345,118,5.0
420655,975906,118,4.0
421233,46716,118,3.0
421457,702199,118,4.0
421680,2386059,118,5.0
422316,1926890,118,5.0
422329,1217614,118,4.0
422836,1947079,118,4.0
422892,2627834,118,4.0
423128,1417600,118,3.0
423539,1995099,118,3.0
424255,146656,118,3.0
426042,579959,118,1.0
430905,837133,118,2.0
432526,390505,118,3.0
432638,1695599,118,1.0
432912,1965075,118,5.0
433092,2443446,118,4.0
433441,1148933,118,2.0
433868,818450,118,4.0
434888,1640555,118,4.0
435650,993924,121,4.0
436097,536513,122,3.0
437007,1675260,122,1.0
437021,1075075,122,2.0
438501,1329217,122,3.0
440201,1995099,125,3.0
443199,1765734,127,3.0
443277,46716,127,3.0
444820,837133,127,2.0
445815,502591,128,4.0
446388,2559628,129,1.0
446404,1909327,129,1.0
446552,2329306,129,2.0
448483,1603526,133,4.0
448906,2509365,133,4.0
448959,230186,133,4.0
449265,241198,133,1.0
449620,579959,133,5.0
450362,22855,133,1.0
450768,1640555,133,5.0
451870,107840,138,4.0
452775,2323957,138,4.0
454569,1715627,138,3.0
454798,579959,138,1.0
456276,837133,138,4.0
457319,326972,138,5.0
457398,1565184,138,5.0
458258,502591,142,3.0
459534,104851,143,3.0
461270,2353162,143,5.0
462119,280621,143,3.0
462201,2617868,143,5.0
462669,2006032,143,5.0
465763,2323957,143,4.0
467210,838868,143,3.0
468172,1765734,143,4.0
468939,46716,143,4.0
469019,692652,143,5.0
469336,702199,143,5.0
469501,2021995,143,3.0
472188,1947079,143,4.0
472453,2390221,143,5.0
473735,1995099,143,2.0
475156,146656,143,3.0
475387,1485576,143,3.0
476171,2537651,143,4.0
476555,339762,143,4.0
478652,992861,143,4.0
478763,579959,143,4.0
483892,460060,143,4.0
483967,1824724,143,4.0
485490,355517,143,4.0
486925,1607785,143,3.0
488282,837133,143,4.0
490296,1066688,143,5.0
490505,1802059,143,4.0
490640,568932,143,5.0
491578,390505,143,4.0
492715,2443446,143,4.0
493198,1148933,143,3.0
494312,818450,143,5.0
495341,1565184,143,4.0
495574,1819621,143,4.0
496107,1640555,143,3.0
497217,741465,145,3.0
500415,1788130,148,2.0
500589,613585,148,3.0
500693,1870121,148,5.0
502303,213387,148,2.0
502717,576683,148,4.0
503605,1765734,148,3.0
504049,46716,148,2.0
505326,1926890,148,4.0
506354,1417600,148,5.0
506865,1995099,148,3.0
508757,1532576,148,4.0
510275,2517294,148,3.0
512291,2470767,148,4.0
516429,1661621,148,3.0
516592,1802059,148,2.0
517192,390505,148,1.0
519299,1565184,148,4.0
519759,1640555,148,2.0
520390,329300,150,3.0
520907,104851,152,3.0
521262,2353162,152,5.0
521740,2621026,152,4.0
521743,1870121,152,3.0
523953,2390221,152,4.0
524016,1513438,152,4.0
524281,1995099,152,5.0
524641,2383529,152,4.0
525456,579959,152,5.0
526632,2130333,152,4.0
528197,1329217,152,4.0
528267,1802059,152,4.0
529651,1640555,152,3.0
530627,1995099,155,3.0
531024,837133,155,3.0
531577,107840,156,4.0
532033,280621,156,3.0
532090,477189,156,5.0
532216,2621026,156,2.0
532449,1140690,156,4.0
533478,692652,156,3.0
534494,1995099,156,2.0
534516,2453978,156,4.0
535129,1256421,156,5.0
535464,316755,156,4.0
537446,256255,156,3.0
538508,1016653,156,1.0
539500,2400463,157,2.0
540650,1799626,159,5.0
541071,2604123,160,4.0
542036,837133,161,3.0
542093,1212143,161,3.0
542890,104851,164,3.0
543715,107840,165,3.0
543913,1603526,165,5.0
544911,2386059,165,5.0
547710,2329306,165,5.0
547933,1565184,165,5.0
548421,104851,166,3.0
549033,280621,166,3.0
549284,1870121,166,1.0
550468,2509365,166,2.0
550519,1765734,166,4.0
551473,2188046,166,4.0
551534,2390221,166,5.0
551876,1995099,166,2.0
555525,837133,166,3.0
556027,1802059,166,4.0
557094,2412063,166,4.0
558474,280621,167,5.0
559358,156155,167,5.0
560680,1331713,167,4.0
561477,2441453,167,3.0
563441,1853853,167,5.0
565032,657664,167,4.0
565151,305371,167,3.0
567038,1765734,168,3.0
567746,837133,168,3.0
568803,104851,171,5.0
569206,280621,171,4.0
569349,2621026,171,4.0
570056,1809111,171,5.0
570966,2634336,171,4.0
571077,1075075,171,3.0
571789,1807450,171,4.0
571882,579959,171,5.0
572041,2477708,171,3.0
573451,837133,171,3.0
574828,280621,172,3.0
575286,487068,173,5.0
576241,2174241,173,3.0
580428,86256,175,5.0
580588,104851,175,4.0
581411,107840,175,4.0
585377,1603526,175,4.0
585969,280292,175,2.0
587120,2617868,175,2.0
587469,477189,175,4.0
588070,1788130,175,3.0
588802,613585,175,3.0
589212,1870121,175,2.0
590053,905747,175,4.0
591576,497548,175,2.0
593152,790760,175,5.0
593874,1150609,175,5.0
594607,214673,175,4.0
594853,806277,175,5.0
595234,2323957,175,4.0
595541,154944,175,4.0
598682,838868,175,4.0
599409,1842345,175,4.0
600133,975906,175,4.0
600664,1765734,175,4.0
600882,1444004,175,3.0
602306,230186,175,4.0
602667,46716,175,5.0
602850,692652,175,5.0
603615,702199,175,4.0
604002,2021995,175,5.0
605046,925447,175,5.0
605054,2386059,175,5.0
607287,360771,175,5.0
607897,1217614,175,5.0
608053,1926890,175,4.0
608445,121760,175,3.0
608713,2363900,175,3.0
608952,678594,175,4.0
609465,2113793,175,5.0
610547,2188046,175,4.0
610970,2627834,175,3.0
611079,2390221,175,4.0
611643,1513438,175,5.0
614254,1075075,175,4.0
614331,2453978,175,5.0
619661,1124070,175,4.0
620864,2604123,175,2.0
621239,1256421,175,3.0
621620,891215,175,4.0
623901,2174241,175,3.0
624610,316755,175,4.0
625721,992861,175,4.0
626338,1027246,175,3.0
627321,2142816,175,2.0
627442,471749,175,4.0
628049,165779,175,3.0
629084,2366870,175,3.0
629473,290448,175,5.0
629600,1484106,175,3.0
630562,1753240,175,5.0
630846,1656094,175,3.0
631771,1604737,175,5.0
632222,1448312,175,5.0
633530,1714048,175,2.0
635720,1316743,175,5.0
635767,776612,175,4.0
636608,1917435,175,4.0
636630,81130,175,4.0
638207,1824724,175,5.0
639735,850900,175,5.0
640136,2388157,175,4.0
640773,1717373,175,5.0
642470,25602,175,5.0
642878,2559628,175,3.0
643077,2581917,175,5.0
644062,1925457,175,3.0
645155,1607785,175,5.0
646849,256255,175,4.0
648425,837133,175,3.0
653168,22855,175,3.0
653239,1066688,175,5.0
653658,1802059,175,3.0
657456,370295,175,5.0
657694,2486066,175,4.0
658253,2247692,175,5.0
658595,1026006,175,3.0
658734,2443446,175,5.0
659899,1148933,175,4.0
660416,2329306,175,5.0
660535,1363164,175,1.0
660586,623425,175,4.0
664835,1565184,175,5.0
665156,1819621,175,4.0
666372,658092,175,5.0
666894,1640555,175,5.0
667362,536693,175,3.0
667390,288998,175,4.0
667881,788170,175,2.0
669161,2390221,178,3.0
669949,837133,178,4.0
671049,1140690,180,4.0
671514,2113793,180,4.0
671915,2332875,180,5.0
672880,2329306,180,5.0
673972,798570,181,3.0
676427,1226650,181,3.0
676677,1140690,182,2.0
677970,838868,185,3.0
678023,2604217,185,1.0
678033,1765734,185,3.0
678085,46716,185,3.0
678150,2386059,185,4.0
679970,837133,186,3.0
682040,280621,187,2.0
682576,1870121,187,3.0
683045,1140690,187,4.0
683817,214673,187,4.0
684769,838868,187,2.0
685662,46716,187,3.0
685966,2021995,187,3.0
688040,1675260,187,3.0
691481,2366870,187,4.0
693761,850900,187,4.0
694484,2581917,187,3.0
695052,2574234,187,3.0
695670,837133,187,1.0
696739,1066688,187,4.0
697852,1016653,187,2.0
699388,1565184,187,1.0
699825,1640555,187,2.0
702198,509073,188,1.0
703269,107840,189,3.0
705368,2323957,189,2.0
706165,2604217,189,3.0
706221,1765734,189,3.0
706741,2021995,189,3.0
707817,2627834,189,2.0
708320,2453978,189,5.0
711405,2248017,189,2.0
711857,779655,189,4.0
712281,850900,189,2.0
713498,2444979,189,4.0
713688,837133,189,3.0
714526,1802059,189,3.0
714916,390505,189,4.0
715664,2329306,189,5.0
716536,658092,189,5.0
716638,1640555,189,4.0
718965,617652,191,4.0
720350,86256,191,4.0
721916,1339110,191,3.0
721981,2495036,191,5.0
722576,1039575,191,5.0
724429,2353162,191,5.0
725993,280292,191,5.0
726654,2090810,191,2.0
726810,771218,191,4.0
728324,1788130,191,4.0
729441,613585,191,4.0
729661,536513,191,5.0
732173,497548,191,4.0
732326,720084,191,4.0
732633,659867,191,4.0
732731,1753179,191,4.0
733029,1231800,191,4.0
733651,659266,191,5.0
734267,790760,191,3.0
734797,21652,191,4.0
735816,806277,191,4.0
736224,2323957,191,4.0
736474,156155,191,4.0
736590,213387,191,3.0
739936,838868,191,4.0
740811,794884,191,5.0
740940,2124333,191,3.0
741719,975906,191,4.0
741766,2604217,191,5.0
741860,2509365,191,5.0
742128,1765734,191,5.0
742354,1444004,191,4.0
743929,230186,191,5.0
744282,692652,191,3.0
744367,46716,191,4.0
745139,104128,191,4.0
745894,2021995,191,5.0
747074,2386059,191,4.0
750029,1217614,191,4.0
750419,1926890,191,5.0
751517,515362,191,4.0
752956,2188046,191,3.0
753161,1394044,191,4.0
753397,2390221,191,5.0
754170,1513438,191,4.0
754672,1417600,191,5.0
754931,241198,191,4.0
755036,1826909,191,4.0
755194,1262376,191,3.0
756536,1675260,191,5.0
756801,1995099,191,5.0
757300,2453978,191,5.0
759905,1256140,191,3.0
762663,1202561,191,5.0
762934,1124070,191,3.0
764018,339762,191,4.0
764223,2604123,191,3.0
764630,1985,191,5.0
764706,891215,191,2.0
765574,284604,191,3.0
765773,1715627,191,5.0
766443,191421,191,4.0
767655,2174241,191,4.0
768328,316755,191,4.0
769441,583492,191,4.0
769504,992861,191,5.0
769852,579959,191,5.0
770343,1027246,191,3.0
771522,1562310,191,5.0
772306,2477708,191,3.0
772350,741465,191,3.0
772825,1711831,191,4.0
773658,290448,191,3.0
776577,1694115,191,5.0
776650,1448312,191,5.0
778383,2251664,191,4.0
780536,1316743,191,5.0
781584,81130,191,4.0
782470,880697,191,3.0
783013,460060,191,3.0
784864,850900,191,4.0
786278,1717373,191,5.0
786723,1355661,191,3.0
787822,25602,191,5.0
789319,1925457,191,4.0
789575,813516,191,5.0
790115,2212091,191,4.0
790680,1607785,191,4.0
791256,2574234,191,3.0
794202,837133,191,5.0
796860,1948905,191,5.0
796940,2031625,191,5.0
797906,255570,191,4.0
797994,1476266,191,5.0
798374,384454,191,4.0
798554,2423990,191,4.0
798972,788571,191,5.0
799252,1661621,191,4.0
799326,1329217,191,5.0
799365,22855,191,3.0
799873,1802059,191,4.0
800445,1944723,191,1.0
802665,390505,191,4.0
802740,566173,191,4.0
802799,1695599,191,5.0
804767,1060226,191,5.0
805470,2443446,191,4.0
807344,2329306,191,5.0
807532,752660,191,2.0
809305,818450,191,3.0
809474,1823627,191,5.0
809532,996519,191,4.0
810852,2412063,191,5.0
811020,326972,191,4.0
812229,1565184,191,3.0
812339,947391,191,5.0
813991,1799626,191,2.0
814199,1640555,191,5.0
819464,1705825,197,2.0
821260,1339110,197,5.0
822904,487068,197,5.0
823102,1081009,197,3.0
823521,2353162,197,3.0
824732,280292,197,4.0
825372,280621,197,4.0
825514,477737,197,5.0
826535,1788130,197,3.0
826602,2006032,197,5.0
827374,613585,197,3.0
827536,1870121,197,4.0
828682,725208,197,3.0
830029,659867,197,3.0
830240,720084,197,3.0
831281,1697106,197,2.0
831736,1919241,197,4.0
831758,21652,197,3.0
832752,806277,197,2.0
833351,154944,197,3.0
833535,1265971,197,3.0
836146,838868,197,4.0
837113,2414015,197,3.0
837205,2124333,197,4.0
837720,975906,197,3.0
837778,1765734,197,4.0
837880,798570,197,4.0
839498,230186,197,3.0
841066,2021995,197,3.0
842644,27485,197,1.0
842814,2325430,197,3.0
843900,360771,197,5.0
844505,1926890,197,5.0
845066,2363900,197,3.0
845250,1969741,197,3.0
845307,515362,197,4.0
846719,2188046,197,3.0
847145,2627834,197,3.0
847160,2390221,197,4.0
849753,652516,197,2.0
849941,1995099,197,3.0
856619,891215,197,2.0
857117,284604,197,5.0
857809,191421,197,4.0
859063,2564293,197,4.0
859794,2422494,197,5.0
860694,583492,197,4.0
862682,2477708,197,2.0
864025,290448,197,5.0
865333,107297,197,4.0
866025,449265,197,5.0
866054,1448312,197,4.0
867413,2197929,197,3.0
869398,395191,197,4.0
869463,1316743,197,4.0
870311,81130,197,3.0
871981,1189643,197,4.0
873075,850900,197,3.0
874084,1717373,197,3.0
876012,2581917,197,2.0
877297,2212091,197,4.0
880477,837133,197,4.0
883522,509073,197,5.0
884700,788571,197,5.0
884876,1329217,197,5.0
885065,1066688,197,4.0
885293,1802059,197,2.0
887554,390505,197,2.0
888768,1965075,197,4.0
889440,1060226,197,5.0
889983,2443446,197,3.0
890045,1001994,197,2.0
892611,2409236,197,4.0
893186,818450,197,3.0
893315,996519,197,4.0
895559,1565184,197,4.0
895684,1819621,197,4.0
896078,54226,197,4.0
897124,1640555,197,2.0
897569,58848,197,4.0
897791,174239,197,1.0
897936,788170,197,3.0
899593,86256,199,3.0
899986,107840,199,5.0
902075,280621,199,3.0
902175,2617868,199,4.0
902445,477189,199,5.0
902627,1788130,199,2.0
903001,2621026,199,4.0
904588,790760,199,5.0
904678,1697106,199,4.0
905150,201381,199,4.0
905336,806277,199,5.0
905615,213387,199,4.0
907198,1809111,199,4.0
907447,2509365,199,3.0
908905,2021995,199,4.0
909159,914958,199,3.0
909752,696979,199,4.0
911055,689318,199,5.0
911453,2188046,199,5.0
911624,2390221,199,5.0
912219,1826909,199,4.0
912901,1995099,199,2.0
912910,1075075,199,3.0
914274,2326797,199,4.0
916989,316755,199,5.0
918937,1484106,199,1.0
919358,1753240,199,5.0
920995,499012,199,3.0
925816,2444979,199,3.0
926298,837133,199,4.0
929276,390505,199,5.0
930100,2247692,199,5.0
930142,1016653,199,2.0
930311,2443446,199,4.0
930777,1148933,199,4.0
932346,326972,199,5.0
932898,1203523,199,3.0
932958,1819621,199,5.0
933472,1640555,199,2.0
934052,837133,200,4.0
934829,230186,201,2.0
934838,692652,201,4.0
935861,81130,201,5.0
936286,657664,201,5.0
939020,170191,206,4.0
939119,1640555,206,4.0
939927,2604217,208,1.0
940483,2174241,208,3.0
941787,107840,209,3.0
942271,720084,209,2.0
942435,2323957,209,5.0
943286,241198,209,1.0
943792,1715627,209,4.0
945029,837133,209,4.0
945888,1640555,209,5.0
946150,2021995,210,2.0
948001,837133,212,4.0
948905,1265971,213,4.0
949231,2021995,213,4.0
949845,1256421,213,5.0
950753,1607785,213,4.0
953156,794884,215,5.0
953411,582454,215,5.0
954116,1995099,215,3.0
955005,165779,215,4.0
956647,1802059,215,4.0
956833,1695599,215,5.0
956972,2247692,215,5.0
957982,2093125,216,3.0
958532,771218,216,4.0
959238,21652,216,3.0
959359,2323957,216,3.0
960061,46716,216,3.0
962356,992861,216,3.0
965115,1802059,216,2.0
966822,813516,217,5.0
966848,837133,217,2.0
969756,1398771,223,2.0
970502,1788130,223,4.0
972047,1150609,223,3.0
972270,214673,223,4.0
973339,838868,223,5.0
973406,1842345,223,5.0
973751,1259897,223,4.0
973912,1765734,223,4.0
974267,230186,223,4.0
974973,2386059,223,5.0
975777,1926890,223,5.0
978306,2383529,223,4.0
979867,2614625,223,5.0
981522,985355,223,3.0
981532,1484106,223,4.0
981752,1753240,223,5.0
982129,1448312,223,5.0
983113,1316743,223,5.0
983393,81130,223,4.0
984625,1717373,223,5.0
984990,25602,223,5.0
985026,2559628,223,3.0
988014,568932,223,4.0
988735,1695599,223,5.0
989271,2443446,223,4.0
989719,2329306,223,5.0
990069,1701571,223,5.0
991282,658092,223,4.0
991456,1640555,223,5.0
991543,288998,223,5.0
992443,1038731,224,5.0
993081,1705825,225,3.0
993851,536513,225,5.0
994509,1819955,225,1.0
995242,2325430,225,3.0
995956,1030715,225,3.0
997863,344785,225,1.0
1000106,1161550,225,3.0
1000167,1580539,225,3.0
1000939,312039,227,4.0
1002768,613585,231,2.0
1002867,2124333,231,4.0
1004628,838868,232,3.0
1004948,2021995,232,3.0
1007316,2444979,232,3.0
1007366,837133,232,2.0
1007670,1802059,232,4.0
1008333,1640555,232,3.0
1009604,914958,237,4.0
1010718,2627834,238,3.0
1011659,1858040,238,5.0
1012436,1870121,239,2.0
1013064,1995099,239,3.0
1014530,104851,240,4.0
1015304,806277,240,5.0
1015874,914958,240,3.0
1016851,1715627,240,5.0
1017197,2477708,240,4.0
1017204,741465,240,3.0
1018393,837133,240,4.0
1018706,1802059,240,4.0
1020989,104851,241,4.0
1021376,107840,241,4.0
1024483,1259846,241,5.0
1025098,1870121,241,1.0
1026969,790760,241,5.0
1027288,1150609,241,5.0
1027639,201381,241,3.0
1027766,806277,241,5.0
1028138,1265971,241,3.0
1029150,1620974,241,3.0
1030138,1388655,241,3.0
1031281,230186,241,4.0
1031542,692652,241,3.0
1032020,491677,241,5.0
1032307,914958,241,5.0
1036220,1262376,241,4.0
1036942,1995099,241,4.0
1037015,1075075,241,4.0
1038675,2326797,241,5.0
